DLO Name,Label,Category,Status,Total Records,Created Date,DLO ID
GenAIAppGeneration__dll,GenAIAppGeneration,Engagement,ACTIVE,0,2024-08-04T04:41:09.000Z,1dlam000000XfJ1AAK
GenAIContentCategory__dll,GenAIContentCategory,Engagement,ACTIVE,200098,2024-08-04T04:41:14.000Z,1dlam000000XfJ2AAK
GenAIContentQuality__dll,GenAIContentQuality,Engagement,ACTIVE,46113,2024-08-04T04:41:04.000Z,1dlam000000XfJ0AAK
GenAIFeedback__dll,GenAIFeedback,Engagement,ACTIVE,36,2024-08-04T04:40:53.000Z,1dlam000000XfIyAAK
GenAIFeedbackDetail__dll,GenAIFeedbackDetail,Engagement,ACTIVE,29,2024-08-04T04:41:00.000Z,1dlam000000XfIzAAK
GenAIGatewayRequest__dll,GenAIGatewayRequest,Engagement,ACTIVE,26923,2024-08-04T04:40:31.000Z,1dlam000000XfIvAAK
GenAIGatewayRequestTag__dll,GenAIGatewayRequestTag,Engagement,ACTIVE,189576,2024-08-04T04:41:18.000Z,1dlam000000XfJ3AAK
GenAIGatewayResponse__dll,GenAIGatewayResponse,Engagement,ACTIVE,26979,2024-08-04T04:40:44.000Z,1dlam000000XfIwAAK
GenAIGeneration__dll,GenAIGeneration,Engagement,ACTIVE,26943,2024-08-04T04:40:48.000Z,1dlam000000XfIxAAK
GenAIGtwyObjRecCitationRef__dll,GenAIGtwyObjRecCitationRef,Engagement,ACTIVE,142,2025-02-15T16:15:36.000Z,1dlam000000mDmBAAU
GenAIGtwyObjRecord__dll,GenAIGtwyObjRecord,Engagement,ACTIVE,142,2025-02-15T16:15:23.000Z,1dlam000000mDm9AAE
GenAIGtwyRequestLLM__dll,GenAIGtwyRequestLLM,Engagement,ACTIVE,0,2025-02-15T16:15:30.000Z,1dlam000000mDmAAAU
GenAIGtwyRequestMetadata__dll,GenAIGtwyRequestMetadata,Engagement,ACTIVE,8502,2025-02-15T16:15:41.000Z,1dlam000000mDmCAAU
insured_vehicles__dll,insured_vehicles,Other,ACTIVE,,2025-12-11T18:08:06.000Z,1dlam0000014HXyAAM
InteractionSummary_Home_chunk__dll,InteractionSummary_Home chunk,Content,ACTIVE,,2025-09-30T14:53:54.000Z,1dlam000000xEADAA2
InteractionSummary_Home_index__dll,InteractionSummary_Home index,Vector_Embedding,ACTIVE,,2025-09-30T14:54:06.000Z,1dlam000000xEAEAA2
KA_Cumulus_Knowledge_chunk__dll,KA_Cumulus_Knowledge_chunk__dlm,Content,ACTIVE,,2026-05-15T19:50:31.000Z,1dlam000001HFgPAAW
KA_Cumulus_Knowledge_index__dll,KA_Cumulus_Knowledge_index__dlm,Vector_Embedding,ACTIVE,,2026-05-15T19:51:07.000Z,1dlam000001HFgQAAW
KYC_Data__dll,KYC Data,Directory_Table,ACTIVE,2,2024-08-15T13:08:29.000Z,1dlam000000a8tVAAQ
KYC_Data_chunk__dll,KYC Data chunk,Content,ACTIVE,0,2024-08-15T13:08:39.000Z,1dlam000000a8tWAAQ
KYC_Data_index__dll,KYC Data index,Vector_Embedding,ACTIVE,0,2024-08-15T13:08:47.000Z,1dlam000000a8tXAAQ
KYC_Hybrid_chunk__dll,KYC_Hybrid chunk,Content,ACTIVE,,2024-12-18T04:45:26.000Z,1dlam000000ltU5AAI
KYC_Hybrid_index__dll,KYC_Hybrid index,Vector_Embedding,ACTIVE,,2024-12-18T04:45:41.000Z,1dlam000000ltU7AAI
KYC_Hybrid_transcribe__dll,KYC_Hybrid transcribe,Content,ACTIVE,,2024-12-18T04:45:33.000Z,1dlam000000ltU6AAI
Meeting_Note_c_Home_chunk__dll,Meeting_Note__c_Home chunk,Content,ACTIVE,,2025-09-30T02:54:15.000Z,1dlam000000xCDFAA2
Meeting_Note_c_Home_index__dll,Meeting_Note__c_Home index,Vector_Embedding,ACTIVE,,2025-09-30T02:54:27.000Z,1dlam000000xCDGAA2
MlEngagementEvent__dll,MlEngagementEvent,Engagement,ACTIVE,2,2024-08-01T21:43:19.000Z,1dlam000000XNAjAAO
NotebookAI_SI_chunk__dll,NotebookAI SI chunk,Content,ACTIVE,,2025-11-14T03:14:11.000Z,1dlam0000011qqRAAQ
NotebookAI_SI_index__dll,NotebookAI SI index,Vector_Embedding,ACTIVE,,2025-11-14T03:14:24.000Z,1dlam0000011qqSAAQ
NotebookAIFilesDLO__dll,NotebookAI Files DLO,Directory_Table,ACTIVE,,2025-11-14T03:11:49.000Z,1dlam0000011qqPAAQ
OPERS_Annual_Investment_Plan_2026__dll,OPERS Annual Investment Plan 2026,Vector_Embedding,ACTIVE,,2026-04-28T13:05:24.000Z,1dlam000001FIIbAAO
OpportunityInfluenceFirstTouch__dll,OpportunityInfluenceFirstTouch,Other,ACTIVE,,2026-03-25T01:58:57.000Z,1dlam000001BW41AAG
OpportunityInfluenceLastTouch__dll,OpportunityInfluenceLastTouch,Other,ACTIVE,,2026-03-25T02:00:33.000Z,1dlam000001BW7FAAW
Party_Financial_Asset_DLO__dll,Party Financial Asset DLO,Profile,ACTIVE,1,2024-08-03T15:01:53.000Z,1dlam000000XcWLAA0
Party_Financial_Liability_DLO__dll,Party Financial Liability DLO,Profile,ACTIVE,228,2024-08-03T15:02:40.000Z,1dlam000000XcXxAAK
Party_ID__dll,Party ID,Profile,ACTIVE,687,2024-07-26T20:53:39.000Z,1dlam000000VjFNAA0
PilotAiAgentConvInteraction__dll,Pilot AI Agent Conv Interaction,Engagement,ACTIVE,,2025-05-08T05:37:02.000Z,1dlam000000oeFFAAY
PilotAiAgentConvMoment__dll,Pilot AI Agent Conv Moment,Engagement,ACTIVE,,2025-05-08T05:36:55.000Z,1dlam000000oeFDAAY
PilotAiAgentConvPipelineExecution__dll,Pilot AI Agent Conv Pipeline Execution,Engagement,ACTIVE,,2025-05-08T05:36:52.000Z,1dlam000000oeFCAAY
PilotAiAgentConvTagAssociation__dll,Pilot AI Agent Conv Tag Association,Engagement,ACTIVE,,2025-05-08T05:36:59.000Z,1dlam000000oeFEAAY
PilotAiAgentConvTagDefinition__dll,Pilot AI Agent Conv Tag Definition,Engagement,ACTIVE,,2025-05-08T05:36:42.000Z,1dlam000000oeFBAAY
PR_AgentOpt_Tag_1A38A90B__dll,PR_AgentOpt_Tag_1A38A90B,Engagement,ACTIVE,0,2025-09-05T14:12:44.000Z,1dlam000000uX4aAAE
PR_AgentOpt_Tag_Association_FEBD952C__dll,PR_AgentOpt_Tag_Association_FEBD952C,Engagement,ACTIVE,0,2026-03-18T02:19:47.000Z,1dlam000001AxcYAAS
PR_AgentOpt_Tag_Def_1A38A908__dll,PR_AgentOpt_Tag_Def_1A38A908,Engagement,ACTIVE,0,2025-09-05T14:12:33.000Z,1dlam000000uX4YAAU
PR_AgentOpt_Tag_Def_Association_1A38A90B__dll,PR_AgentOpt_Tag_Def_Association_1A38A90B,Engagement,ACTIVE,0,2025-09-05T14:12:54.000Z,1dlam000000uX4cAAE
PR_AiAgentGenerativeAiUsage__dll,PR_AiAgentGenerativeAiUsage,Engagement,ACTIVE,0,2026-05-18T13:28:04.000Z,1dlam000001HOv0AAG
PR_AiAgentSessionLog__dll,PR_AiAgentSessionLog,Engagement,ACTIVE,0,2026-06-13T14:01:09.000Z,1dlam000001HoKoAAK
PR_AIRetrieverRequest__dll,PR_AIRetrieverRequest,Engagement,ACTIVE,0,2026-06-18T09:01:06.000Z,1dlam000001HvCdAAK
PR_AIRetrieverResponse__dll,PR_AIRetrieverResponse,Engagement,ACTIVE,0,2026-06-18T09:01:51.000Z,1dlam000001HvCfAAK
PR_ConsentAuditTrailV2_ConsentAuditTrail__dll,PR_ConsentAuditTrailV2_ConsentAuditTrail,Engagement,ACTIVE,0,2025-09-09T13:47:34.000Z,1dlam000000v2xyAAA
PR_Engagement_A4S_Behavioral_Events_F851__dll,PR_Engagement_A4S_Behavioral_Events_F851,Engagement,ACTIVE,0,2026-03-16T20:25:04.000Z,1dlam000001AnlGAAS
PR_ExperimentationLog_experimentation_BC__dll,PR_ExperimentationLog_experimentation_BC,Engagement,ACTIVE,0,2025-11-25T17:24:58.000Z,1dlam0000012z6sAAA
PR_Flow_Run_Ingestion_FlowElementRun_2EE__dll,PR_Flow_Run_Ingestion_FlowElementRun_2EE,Engagement,ACTIVE,0,2025-09-09T14:33:37.000Z,1dlam000000v3qoAAA
PR_Flow_Run_Ingestion_FlowRun_2EE55616__dll,PR_Flow_Run_Ingestion_FlowRun_2EE55616,Engagement,ACTIVE,0,2025-09-09T14:34:09.000Z,1dlam000000v3qsAAA
PR_Flow_Run_Ingestion_IdentityMatch_2EE5__dll,PR_Flow_Run_Ingestion_IdentityMatch_2EE5,Engagement,ACTIVE,0,2025-09-09T14:33:53.000Z,1dlam000000v3qqAAA
PR_MessagingConsentV2_MessagingConsent_2__dll,PR_MessagingConsentV2_MessagingConsent_2,Engagement,ACTIVE,0,2025-09-09T13:47:52.000Z,1dlam000000v31CAAQ
PR_MessagingEventsEmailV2_00Dam00000Uo32__dll,PR_MessagingEventsEmailV2_00Dam00000Uo32,Engagement,ACTIVE,0,2025-11-25T04:37:48.000Z,1dlam0000012uTmAAI
PR_MessagingEventsEmailV2_EmailEngagemen__dll,PR_MessagingEventsEmailV2_EmailEngagemen,Engagement,ACTIVE,0,2025-09-09T14:48:28.000Z,1dlam000000v48YAAQ
PR_MessagingEventsSmsV2_00Dam00000Uo32q__dll,PR_MessagingEventsSmsV2_00Dam00000Uo32q,Engagement,ACTIVE,0,2025-11-25T04:41:01.000Z,1dlam0000012uX0AAI
PR_MessagingEventsSmsV2_SmsEngagement_2E__dll,PR_MessagingEventsSmsV2_SmsEngagement_2E,Engagement,ACTIVE,0,2025-09-09T14:53:20.000Z,1dlam000000v4AAAAY
PR_MessagingEventsWhatsAppV2_00Dam00000U__dll,PR_MessagingEventsWhatsAppV2_00Dam00000U,Engagement,ACTIVE,0,2025-11-25T04:39:11.000Z,1dlam0000012uVOAAY
PR_MessagingEventsWhatsAppV2_WhatsappEng__dll,PR_MessagingEventsWhatsAppV2_WhatsappEng,Engagement,ACTIVE,0,2025-09-09T14:57:06.000Z,1dlam000000v0OJAAY
PR_ObservabilitySpans__dll,PR_ObservabilitySpans,Engagement,ACTIVE,,2026-04-21T23:14:25.000Z,1dlam000001EWFaAAO
PR_PersonalizationLog_personalization_95__dll,PR_PersonalizationLog_personalization_95,Engagement,ACTIVE,0,2024-10-16T13:59:45.000Z,1dlam000000l7CcAAI
PR_PredictionAuditTrail__dll,PR_PredictionAuditTrail,Engagement,ACTIVE,0,2026-05-17T15:10:33.000Z,1dlam000001HKTDAA4
PR_RecordView__dll,PR_RecordView,Engagement,ACTIVE,0,2026-05-22T21:59:24.000Z,1dlam000001HTTGAA4
PR_RT_Transfers_WebTransfers_C66280E7__dll,PR_RT_Transfers_WebTransfers_C66280E7,Engagement,ACTIVE,0,2025-11-27T17:35:59.000Z,1dlam0000013AdOAAU
PR_RT_WebEvents_WebEngagement_DACDA11C__dll,PR_RT_WebEvents_WebEngagement_DACDA11C,Engagement,ACTIVE,0,2025-03-28T03:31:23.000Z,1dlam000000mmtaAAA
PR_SearchQuery__dll,PR_SearchQuery,Engagement,ACTIVE,0,2026-05-22T22:00:05.000Z,1dlam000001HTTIAA4
PR_SetupPageSearchMetadataStream_K7M3X_S__dll,PR_SetupPageSearchMetadataStream_K7M3X_S,Engagement,ACTIVE,0,2026-03-16T20:24:19.000Z,1dlam000001AngQAAS
PR_Streaming_API_TradeTransaction_D688A5__dll,PR_Streaming_API_TradeTransaction_D688A5,Engagement,ACTIVE,0,2025-02-05T14:34:54.000Z,1dlam000000m7aIAAQ
PR_TenantBillingUsageEvent_De_1728959211__dll,PR_TenantBillingUsageEvent_De_1728959211,Engagement,ACTIVE,0,2024-10-15T02:28:43.000Z,1dlam000000l3p0AAA
PR_TenantDailyEntitlementCons_1728959211__dll,PR_TenantDailyEntitlementCons_1728959211,Engagement,ACTIVE,0,2024-10-15T02:27:58.000Z,1dlam000000l3owAAA
PR_TenantEntitlementTransacti_1728959211__dll,PR_TenantEntitlementTransacti_1728959211,Engagement,ACTIVE,0,2024-10-15T02:28:25.000Z,1dlam000000l3oyAAA
PR_TenantHourlyEntitlementCon_1728959211__dll,PR_TenantHourlyEntitlementCon_1728959211,Engagement,ACTIVE,0,2024-10-15T02:27:34.000Z,1dlam000000l3ouAAA
PR_TenantUsageTypeMultiplierS_1728959211__dll,PR_TenantUsageTypeMultiplierS_1728959211,Engagement,ACTIVE,0,2024-10-15T02:27:07.000Z,1dlam000000l3osAAA
